2025-12-01 10:28:34,297 - INFO - 
   mean radius  mean texture  mean perimeter  mean area  ...  worst concavity  worst concave points  worst symmetry  worst fractal dimension
0        17.99         10.38          122.80     1001.0  ...           0.7119                0.2654          0.4601                  0.11890
1        20.57         17.77          132.90     1326.0  ...           0.2416                0.1860          0.2750                  0.08902
2        19.69         21.25          130.00     1203.0  ...           0.4504                0.2430          0.3613                  0.08758
3        11.42         20.38           77.58      386.1  ...           0.6869                0.2575          0.6638                  0.17300
4        20.29         14.34          135.10     1297.0  ...           0.4000                0.1625          0.2364                  0.07678

[5 rows x 30 columns]
2025-12-01 10:28:34,316 - INFO - 
       mean radius  mean texture  mean perimeter  ...  worst concave points  worst symmetry  worst fractal dimension
count   569.000000    569.000000      569.000000  ...            569.000000      569.000000               569.000000
mean     14.127292     19.289649       91.969033  ...              0.114606        0.290076                 0.083946
std       3.524049      4.301036       24.298981  ...              0.065732        0.061867                 0.018061
min       6.981000      9.710000       43.790000  ...              0.000000        0.156500                 0.055040
25%      11.700000     16.170000       75.170000  ...              0.064930        0.250400                 0.071460
50%      13.370000     18.840000       86.240000  ...              0.099930        0.282200                 0.080040
75%      15.780000     21.800000      104.100000  ...              0.161400        0.317900                 0.092080
max      28.110000     39.280000      188.500000  ...              0.291000        0.663800                 0.207500

[8 rows x 30 columns]
2025-12-01 10:28:34,316 - INFO - Статистика меток:
2025-12-01 10:28:34,316 - INFO - Уникальные значения: [0 1]
2025-12-01 10:28:34,317 - INFO - Распределение по классам:
1    357
0    212
Name: count, dtype: int64
2025-12-01 10:28:34,336 - INFO - 
       mean radius  mean texture  mean perimeter  ...  worst concave points  worst symmetry  worst fractal dimension
count   569.000000    569.000000      569.000000  ...            569.000000      569.000000               569.000000
mean      0.338222      0.323965        0.332935  ...              0.393836        0.263307                 0.189596
std       0.166787      0.145453        0.167915  ...              0.225884        0.121954                 0.118466
min       0.000000      0.000000        0.000000  ...              0.000000        0.000000                 0.000000
25%       0.223342      0.218465        0.216847  ...              0.223127        0.185098                 0.107700
50%       0.302381      0.308759        0.293345  ...              0.343402        0.247782                 0.163977
75%       0.416442      0.408860        0.416765  ...              0.554639        0.318155                 0.242949
max       1.000000      1.000000        1.000000  ...              1.000000        1.000000                 1.000000

[8 rows x 30 columns]
2025-12-01 10:28:34,336 - INFO - Запустили пайплайн с ядром gaussian!
2025-12-01 10:28:36,681 - INFO - Минимальный эмпирический риск = 0.0211 достигается при k = 20
2025-12-01 11:39:27,536 - INFO - размер множества omega: 198, время итерации: 4.296017495995329
2025-12-01 11:39:31,857 - INFO - размер множества omega: 197, время итерации: 4.321006523001415
2025-12-01 11:39:36,087 - INFO - размер множества omega: 196, время итерации: 4.229916768003022
2025-12-01 11:39:40,251 - INFO - размер множества omega: 195, время итерации: 4.163053964999563
2025-12-01 11:39:44,466 - INFO - размер множества omega: 194, время итерации: 4.215449806004472
2025-12-01 11:39:48,654 - INFO - размер множества omega: 193, время итерации: 4.1882118599969544
2025-12-01 11:39:52,798 - INFO - размер множества omega: 192, время итерации: 4.144006593996892
2025-12-01 11:39:57,062 - INFO - размер множества omega: 191, время итерации: 4.263320335994649
2025-12-01 11:40:01,250 - INFO - размер множества omega: 190, время итерации: 4.188382221000211
2025-12-01 11:40:05,345 - INFO - размер множества omega: 189, время итерации: 4.094919007999124
2025-12-01 11:40:09,426 - INFO - размер множества omega: 188, время итерации: 4.080492710003455
2025-12-01 11:40:13,474 - INFO - размер множества omega: 187, время итерации: 4.048357678002503
2025-12-01 11:40:17,489 - INFO - размер множества omega: 186, время итерации: 4.014904413998011
2025-12-01 11:40:21,528 - INFO - размер множества omega: 185, время итерации: 4.0388810290023685
2025-12-01 11:40:25,494 - INFO - размер множества omega: 184, время итерации: 3.965289258005214
2025-12-01 11:40:29,483 - INFO - размер множества omega: 183, время итерации: 3.9895497510005953
2025-12-01 11:40:33,369 - INFO - размер множества omega: 182, время итерации: 3.8859296700029518
2025-12-01 11:40:37,287 - INFO - размер множества omega: 181, время итерации: 3.9171205460006604
2025-12-01 11:40:41,204 - INFO - размер множества omega: 180, время итерации: 3.917602927002008
2025-12-01 11:40:45,070 - INFO - размер множества omega: 179, время итерации: 3.8655344389990205
2025-12-01 11:40:48,844 - INFO - размер множества omega: 178, время итерации: 3.7743557520007016
2025-12-01 11:40:52,684 - INFO - размер множества omega: 177, время итерации: 3.8395919280010276
2025-12-01 11:40:56,427 - INFO - размер множества omega: 176, время итерации: 3.7427090230048634
2025-12-01 11:41:00,241 - INFO - размер множества omega: 175, время итерации: 3.813761631005036
2025-12-01 11:41:03,955 - INFO - размер множества omega: 174, время итерации: 3.714586987000075
2025-12-01 11:41:07,616 - INFO - размер множества omega: 173, время итерации: 3.6604508590025944
2025-12-01 11:41:11,292 - INFO - размер множества omega: 172, время итерации: 3.675977419996343
2025-12-01 11:41:14,959 - INFO - размер множества omega: 171, время итерации: 3.667469111001992
2025-12-01 11:41:18,530 - INFO - размер множества omega: 170, время итерации: 3.570267650997266
2025-12-01 11:41:22,068 - INFO - размер множества omega: 169, время итерации: 3.538054351003666
2025-12-01 11:41:25,617 - INFO - размер множества omega: 168, время итерации: 3.5491226300000562
2025-12-01 11:41:29,174 - INFO - размер множества omega: 167, время итерации: 3.55681192400516
2025-12-01 11:41:32,711 - INFO - размер множества omega: 166, время итерации: 3.536934009003744
2025-12-01 11:41:36,179 - INFO - размер множества omega: 165, время итерации: 3.468074084004911
2025-12-01 11:41:39,622 - INFO - размер множества omega: 164, время итерации: 3.4427937759974157
2025-12-01 11:41:43,066 - INFO - размер множества omega: 163, время итерации: 3.4438167820044328
2025-12-01 11:41:46,451 - INFO - размер множества omega: 162, время итерации: 3.3852558479993604
2025-12-01 11:41:49,782 - INFO - размер множества omega: 161, время итерации: 3.3305967429987504
2025-12-01 11:41:53,102 - INFO - размер множества omega: 160, время итерации: 3.320437727001263
2025-12-01 11:41:56,435 - INFO - размер множества omega: 159, время итерации: 3.332381697000528
2025-12-01 11:41:59,685 - INFO - размер множества omega: 158, время итерации: 3.249755766999442
2025-12-01 11:42:02,999 - INFO - размер множества omega: 157, время итерации: 3.3141442500054836
2025-12-01 11:42:06,218 - INFO - размер множества omega: 156, время итерации: 3.21870699399733
2025-12-01 11:42:09,459 - INFO - размер множества omega: 155, время итерации: 3.2416964669973822
2025-12-01 11:42:12,718 - INFO - размер множества omega: 154, время итерации: 3.2582263610020163
2025-12-01 11:42:15,832 - INFO - размер множества omega: 153, время итерации: 3.114821140996355
2025-12-01 11:42:18,936 - INFO - размер множества omega: 152, время итерации: 3.1036537120016874
2025-12-01 11:42:22,012 - INFO - размер множества omega: 151, время итерации: 3.075946971999656
2025-12-01 11:42:25,050 - INFO - размер множества omega: 150, время итерации: 3.037308873004804
2025-12-01 11:42:28,056 - INFO - размер множества omega: 149, время итерации: 3.0063132740033325
2025-12-01 11:42:31,037 - INFO - размер множества omega: 148, время итерации: 2.981260273998487
2025-12-01 11:42:34,111 - INFO - размер множества omega: 147, время итерации: 3.073171944000933
2025-12-01 11:42:37,022 - INFO - размер множества omega: 146, время итерации: 2.9116574360014056
2025-12-01 11:42:39,943 - INFO - размер множества omega: 145, время итерации: 2.9201724469967303
2025-12-01 11:42:42,893 - INFO - размер множества omega: 144, время итерации: 2.9503349639999215
2025-12-01 11:42:45,833 - INFO - размер множества omega: 143, время итерации: 2.94036056099867
2025-12-01 11:42:48,673 - INFO - размер множества omega: 142, время итерации: 2.839846907001629
2025-12-01 11:42:51,513 - INFO - размер множества omega: 141, время итерации: 2.8397215330041945
2025-12-01 11:42:54,295 - INFO - размер множества omega: 140, время итерации: 2.7819559750059852
2025-12-01 11:42:57,040 - INFO - размер множества omega: 139, время итерации: 2.7449865590024274
2025-12-01 11:42:59,775 - INFO - размер множества omega: 138, время итерации: 2.7346886420054943
2025-12-01 11:43:02,554 - INFO - размер множества omega: 137, время итерации: 2.7785518880045856
2025-12-01 11:43:05,387 - INFO - размер множества omega: 136, время итерации: 2.832878541004902
2025-12-01 11:43:08,106 - INFO - размер множества omega: 135, время итерации: 2.718921783998667
2025-12-01 11:43:10,759 - INFO - размер множества omega: 134, время итерации: 2.653466131996538
2025-12-01 11:43:13,397 - INFO - размер множества omega: 133, время итерации: 2.637970657000551
2025-12-01 11:43:16,106 - INFO - размер множества omega: 132, время итерации: 2.7082084720022976
2025-12-01 11:43:18,744 - INFO - размер множества omega: 131, время итерации: 2.638221319997683
2025-12-01 11:43:21,318 - INFO - размер множества omega: 130, время итерации: 2.5737836900007096
2025-12-01 11:43:23,873 - INFO - размер множества omega: 129, время итерации: 2.555651996000961
2025-12-01 11:43:26,276 - INFO - размер множества omega: 128, время итерации: 2.40217702499649
2025-12-01 11:43:28,638 - INFO - размер множества omega: 127, время итерации: 2.362430923996726
2025-12-01 11:43:30,987 - INFO - размер множества omega: 126, время итерации: 2.3491609699995024
2025-12-01 11:43:33,326 - INFO - размер множества omega: 125, время итерации: 2.338765547996445
2025-12-01 11:43:35,668 - INFO - размер множества omega: 124, время итерации: 2.3418658090013196
2025-12-01 11:43:38,001 - INFO - размер множества omega: 123, время итерации: 2.3330077930004336
2025-12-01 11:43:40,288 - INFO - размер множества omega: 122, время итерации: 2.2860419370044838
2025-12-01 11:43:42,530 - INFO - размер множества omega: 121, время итерации: 2.242125226002827
2025-12-01 11:43:44,741 - INFO - размер множества omega: 120, время итерации: 2.211132420998183
2025-12-01 11:43:46,937 - INFO - размер множества omega: 119, время итерации: 2.196364793002431
2025-12-01 11:43:49,138 - INFO - размер множества omega: 118, время итерации: 2.2008226019970607
2025-12-01 11:43:51,269 - INFO - размер множества omega: 117, время итерации: 2.1303848379975534
2025-12-01 11:43:53,386 - INFO - размер множества omega: 116, время итерации: 2.1170568849993288
2025-12-01 11:43:55,507 - INFO - размер множества omega: 115, время итерации: 2.1207950370007893
2025-12-01 11:43:57,599 - INFO - размер множества omega: 114, время итерации: 2.0918608739957563
2025-12-01 11:43:59,644 - INFO - размер множества omega: 113, время итерации: 2.0449927740046405
2025-12-01 11:44:01,649 - INFO - размер множества omega: 112, время итерации: 2.005517459998373
2025-12-01 11:44:03,629 - INFO - размер множества omega: 111, время итерации: 1.9796726950007724
2025-12-01 11:44:05,573 - INFO - размер множества omega: 110, время итерации: 1.943574222997995
2025-12-01 11:44:07,559 - INFO - размер множества omega: 109, время итерации: 1.9855867539954488
2025-12-01 11:44:09,498 - INFO - размер множества omega: 108, время итерации: 1.9393546220017015
2025-12-01 11:44:11,387 - INFO - размер множества omega: 107, время итерации: 1.8894737330047064
2025-12-01 11:44:13,271 - INFO - размер множества omega: 106, время итерации: 1.8837895530014066
2025-12-01 11:44:15,128 - INFO - размер множества omega: 105, время итерации: 1.8568939669930842
2025-12-01 11:44:16,946 - INFO - размер множества omega: 104, время итерации: 1.8174281070023426
2025-12-01 11:44:18,781 - INFO - размер множества omega: 103, время итерации: 1.8346936250018189
2025-12-01 11:44:20,560 - INFO - размер множества omega: 102, время итерации: 1.778974125001696
2025-12-01 11:44:22,295 - INFO - размер множества omega: 101, время итерации: 1.7357401820045197
2025-12-01 11:44:24,032 - INFO - размер множества omega: 100, время итерации: 1.7367875879936037
2025-12-01 11:44:25,743 - INFO - размер множества omega: 99, время итерации: 1.711061547997815
2025-12-01 11:44:27,451 - INFO - размер множества omega: 98, время итерации: 1.707667497001239
2025-12-01 11:44:29,124 - INFO - размер множества omega: 97, время итерации: 1.672444051997445
2025-12-01 11:44:30,773 - INFO - размер множества omega: 96, время итерации: 1.6487761109965504
2025-12-01 11:44:32,412 - INFO - размер множества omega: 95, время итерации: 1.6391958370004431
2025-12-01 11:44:34,038 - INFO - размер множества omega: 94, время итерации: 1.625929226000153
2025-12-01 11:44:35,644 - INFO - размер множества omega: 93, время итерации: 1.6056254630020703
2025-12-01 11:44:37,230 - INFO - размер множества omega: 92, время итерации: 1.5865541870007291
2025-12-01 11:44:38,820 - INFO - размер множества omega: 91, время итерации: 1.5901827519992366
2025-12-01 11:44:40,406 - INFO - размер множества omega: 90, время итерации: 1.5849960120031028
2025-12-01 11:44:41,912 - INFO - размер множества omega: 89, время итерации: 1.5065196569994441
2025-12-01 11:44:43,447 - INFO - размер множества omega: 88, время итерации: 1.5344465369998943
2025-12-01 11:44:44,900 - INFO - размер множества omega: 87, время итерации: 1.45305717500014
2025-12-01 11:44:46,346 - INFO - размер множества omega: 86, время итерации: 1.4461236179995467
2025-12-01 11:44:47,791 - INFO - размер множества omega: 85, время итерации: 1.4447182869989774
2025-12-01 11:44:49,237 - INFO - размер множества omega: 84, время итерации: 1.4463140209991252
2025-12-01 11:44:50,668 - INFO - размер множества omega: 83, время итерации: 1.430285100999754
2025-12-01 11:44:52,028 - INFO - размер множества omega: 82, время итерации: 1.359829802000604
2025-12-01 11:44:53,368 - INFO - размер множества omega: 81, время итерации: 1.3406750010035466
2025-12-01 11:44:54,709 - INFO - размер множества omega: 80, время итерации: 1.340796019998379
2025-12-01 11:44:56,016 - INFO - размер множества omega: 79, время итерации: 1.3064266350047546
2025-12-01 11:44:57,294 - INFO - размер множества omega: 78, время итерации: 1.2782260729945847
2025-12-01 11:44:58,574 - INFO - размер множества omega: 77, время итерации: 1.2793496750018676
2025-12-01 11:44:59,844 - INFO - размер множества omega: 76, время итерации: 1.2708182490023319
2025-12-01 11:45:01,066 - INFO - размер множества omega: 75, время итерации: 1.2211689809992095
2025-12-01 11:45:02,286 - INFO - размер множества omega: 74, время итерации: 1.2207079959989642
2025-12-01 11:45:03,533 - INFO - размер множества omega: 73, время итерации: 1.2465388419950614
2025-12-01 11:45:04,704 - INFO - размер множества omega: 72, время итерации: 1.1703321349996259
2025-12-01 11:45:05,854 - INFO - размер множества omega: 71, время итерации: 1.1508125210020808
2025-12-01 11:45:06,976 - INFO - размер множества omega: 70, время итерации: 1.1210764040006325
2025-12-01 11:45:08,061 - INFO - размер множества omega: 69, время итерации: 1.0850118169983034
2025-12-01 11:45:09,156 - INFO - размер множества omega: 68, время итерации: 1.0950157179977396
2025-12-01 11:45:10,225 - INFO - размер множества omega: 67, время итерации: 1.0691844259999925
2025-12-01 11:45:11,329 - INFO - размер множества omega: 66, время итерации: 1.1038026280002668
2025-12-01 11:45:12,382 - INFO - размер множества omega: 65, время итерации: 1.0529992380033946
2025-12-01 11:45:13,392 - INFO - размер множества omega: 64, время итерации: 1.0103671489996486
2025-12-01 11:45:14,398 - INFO - размер множества omega: 63, время итерации: 1.0052482989995042
2025-12-01 11:45:15,354 - INFO - размер множества omega: 62, время итерации: 0.9560199350016774
2025-12-01 11:45:16,299 - INFO - размер множества omega: 61, время итерации: 0.9453564299983555
2025-12-01 11:45:17,218 - INFO - размер множества omega: 60, время итерации: 0.9183122780013946
2025-12-01 11:45:18,126 - INFO - размер множества omega: 59, время итерации: 0.9084079609965556
2025-12-01 11:45:19,041 - INFO - размер множества omega: 58, время итерации: 0.9145142269990174
2025-12-01 11:45:19,894 - INFO - размер множества omega: 57, время итерации: 0.8528627320047235
2025-12-01 11:45:20,778 - INFO - размер множества omega: 56, время итерации: 0.8838608840014786
2025-12-01 11:45:21,627 - INFO - размер множества omega: 55, время итерации: 0.8488267970024026
2025-12-01 11:45:22,429 - INFO - размер множества omega: 54, время итерации: 0.8026109950005775
2025-12-01 11:45:23,228 - INFO - размер множества omega: 53, время итерации: 0.7984271079985774
2025-12-01 11:45:24,007 - INFO - размер множества omega: 52, время итерации: 0.7787315220048185
2025-12-01 11:45:24,766 - INFO - размер множества omega: 51, время итерации: 0.7587204770024982
2025-12-01 11:45:25,502 - INFO - размер множества omega: 50, время итерации: 0.7359203199957847
2025-12-01 11:45:26,214 - INFO - размер множества omega: 49, время итерации: 0.712719005998224
2025-12-01 11:45:26,919 - INFO - размер множества omega: 48, время итерации: 0.7046341789973667
2025-12-01 11:45:27,607 - INFO - размер множества omega: 47, время итерации: 0.6881316319995676
2025-12-01 11:45:28,277 - INFO - размер множества omega: 46, время итерации: 0.6696004510013154
2025-12-01 11:45:28,917 - INFO - размер множества omega: 45, время итерации: 0.640334901996539
2025-12-01 11:45:29,569 - INFO - размер множества omega: 44, время итерации: 0.6510315709965653
2025-12-01 11:45:30,184 - INFO - размер множества omega: 43, время итерации: 0.6152031599995098
2025-12-01 11:45:30,790 - INFO - размер множества omega: 42, время итерации: 0.6061583349946886
2025-12-01 11:45:31,370 - INFO - размер множества omega: 41, время итерации: 0.5798855039975024
2025-12-01 11:45:31,941 - INFO - размер множества omega: 40, время итерации: 0.5711441130042658
2025-12-01 11:45:32,485 - INFO - размер множества omega: 39, время итерации: 0.5431890570034739
2025-12-01 11:45:33,014 - INFO - размер множества omega: 38, время итерации: 0.5292912620061543
2025-12-01 11:45:33,623 - INFO - Запустили пайплайн с ядром triangle!
2025-12-01 11:45:35,925 - INFO - Минимальный эмпирический риск = 0.0228 достигается при k = 20
2025-12-01 11:45:58,352 - INFO - размер множества omega: 568, время итерации: 20.45410889300547
2025-12-01 11:46:18,722 - INFO - размер множества omega: 567, время итерации: 20.370432862997404
2025-12-01 11:46:39,222 - INFO - размер множества omega: 566, время итерации: 20.5000230059959
2025-12-01 11:46:59,929 - INFO - размер множества omega: 565, время итерации: 20.706686835001165
2025-12-01 11:47:20,251 - INFO - размер множества omega: 564, время итерации: 20.32155580700055
2025-12-01 11:47:40,342 - INFO - размер множества omega: 563, время итерации: 20.091192371000943
2025-12-01 11:48:00,550 - INFO - размер множества omega: 562, время итерации: 20.20809789100167
2025-12-01 11:48:20,612 - INFO - размер множества omega: 561, время итерации: 20.06203129699861
2025-12-01 11:48:40,654 - INFO - размер множества omega: 560, время итерации: 20.04178086200409
2025-12-01 11:49:00,725 - INFO - размер множества omega: 559, время итерации: 20.071187039997312
2025-12-01 11:49:20,634 - INFO - размер множества omega: 558, время итерации: 19.908463794003183
2025-12-01 11:49:40,529 - INFO - размер множества omega: 557, время итерации: 19.89501437400031
2025-12-01 11:50:00,346 - INFO - размер множества omega: 556, время итерации: 19.817202963000454
2025-12-01 11:50:20,076 - INFO - размер множества omega: 555, время итерации: 19.729311205999693
2025-12-01 11:50:39,941 - INFO - размер множества omega: 554, время итерации: 19.865384331002133
2025-12-01 11:50:59,690 - INFO - размер множества omega: 553, время итерации: 19.74838987599651
2025-12-01 11:51:19,370 - INFO - размер множества omega: 552, время итерации: 19.68042032900121
2025-12-01 11:51:38,851 - INFO - размер множества omega: 551, время итерации: 19.481053162002354
2025-12-01 11:51:58,190 - INFO - размер множества omega: 550, время итерации: 19.338323411997408
2025-12-01 11:52:17,460 - INFO - размер множества omega: 549, время итерации: 19.269600111001637
2025-12-01 11:52:36,641 - INFO - размер множества omega: 548, время итерации: 19.18165554099687
2025-12-01 11:52:55,759 - INFO - размер множества omega: 547, время итерации: 19.117888451997715
2025-12-01 11:53:14,958 - INFO - размер множества omega: 546, время итерации: 19.198869836000085
2025-12-01 11:53:34,029 - INFO - размер множества omega: 545, время итерации: 19.07054650200007
2025-12-01 11:53:53,031 - INFO - размер множества omega: 544, время итерации: 19.001895511995826
2025-12-01 11:54:11,964 - INFO - размер множества omega: 543, время итерации: 18.933477671998844
2025-12-01 11:54:30,926 - INFO - размер множества omega: 542, время итерации: 18.96185935199901
2025-12-01 11:54:49,757 - INFO - размер множества omega: 541, время итерации: 18.830567320001137
2025-12-01 11:55:08,479 - INFO - размер множества omega: 540, время итерации: 18.721540016995277
2025-12-01 11:55:27,231 - INFO - размер множества omega: 539, время итерации: 18.752236000997073
2025-12-01 11:55:45,859 - INFO - размер множества omega: 538, время итерации: 18.628080789996602
2025-12-01 11:56:04,395 - INFO - размер множества omega: 537, время итерации: 18.536186545999954
2025-12-01 11:56:23,062 - INFO - размер множества omega: 536, время итерации: 18.66660325099656
2025-12-01 11:56:41,482 - INFO - размер множества omega: 535, время итерации: 18.42029356800049
2025-12-01 11:56:59,961 - INFO - размер множества omega: 534, время итерации: 18.4789026369981
2025-12-01 11:57:18,393 - INFO - размер множества omega: 533, время итерации: 18.43167418899975
2025-12-01 11:57:36,809 - INFO - размер множества omega: 532, время итерации: 18.416196269005013
2025-12-01 11:57:55,141 - INFO - размер множества omega: 531, время итерации: 18.331751389996498
2025-12-01 11:58:13,300 - INFO - размер множества omega: 530, время итерации: 18.158715977995598
2025-12-01 11:58:31,534 - INFO - размер множества omega: 529, время итерации: 18.233822513000632
2025-12-01 11:58:49,614 - INFO - размер множества omega: 528, время итерации: 18.080492667002545
2025-12-01 11:59:07,773 - INFO - размер множества omega: 527, время итерации: 18.15887520099932
2025-12-01 11:59:25,782 - INFO - размер множества omega: 526, время итерации: 18.00802722699882
2025-12-01 11:59:43,804 - INFO - размер множества omega: 525, время итерации: 18.022388762001356
2025-12-01 12:00:01,680 - INFO - размер множества omega: 524, время итерации: 17.876358802997856
2025-12-01 12:00:19,315 - INFO - размер множества omega: 523, время итерации: 17.634873009999865
2025-12-01 12:00:37,136 - INFO - размер множества omega: 522, время итерации: 17.82074894700054
2025-12-01 12:00:54,625 - INFO - размер множества omega: 521, время итерации: 17.488278887998604
2025-12-01 12:01:12,259 - INFO - размер множества omega: 520, время итерации: 17.634337939001853
2025-12-01 12:01:29,709 - INFO - размер множества omega: 519, время итерации: 17.449652503004472
2025-12-01 12:01:47,056 - INFO - размер множества omega: 518, время итерации: 17.347333069999877
2025-12-01 12:02:04,387 - INFO - размер множества omega: 517, время итерации: 17.33047697800066
2025-12-01 12:02:21,635 - INFO - размер множества omega: 516, время итерации: 17.248703595003462
2025-12-01 12:02:38,936 - INFO - размер множества omega: 515, время итерации: 17.30071229799796
2025-12-01 12:02:56,071 - INFO - размер множества omega: 514, время итерации: 17.135067797993543
2025-12-01 12:03:13,230 - INFO - размер множества omega: 513, время итерации: 17.15836512199894
2025-12-01 12:03:30,174 - INFO - размер множества omega: 512, время итерации: 16.94397500600462
2025-12-01 12:03:47,206 - INFO - размер множества omega: 511, время итерации: 17.032311136004864
2025-12-01 12:04:04,100 - INFO - размер множества omega: 510, время итерации: 16.893512406997615
2025-12-01 12:04:20,880 - INFO - размер множества omega: 509, время итерации: 16.77970441999787
2025-12-01 12:04:37,594 - INFO - размер множества omega: 508, время итерации: 16.713761687999067
2025-12-01 12:04:54,531 - INFO - размер множества omega: 507, время итерации: 16.937574114002928
2025-12-01 12:05:11,174 - INFO - размер множества omega: 506, время итерации: 16.64322595900012
2025-12-01 12:05:27,949 - INFO - размер множества omega: 505, время итерации: 16.77391829899716
2025-12-01 12:05:44,656 - INFO - размер множества omega: 504, время итерации: 16.707025091003743
2025-12-01 12:06:01,158 - INFO - размер множества omega: 503, время итерации: 16.50213015400368
2025-12-01 12:06:17,740 - INFO - размер множества omega: 502, время итерации: 16.582536257003085
2025-12-01 12:06:34,470 - INFO - размер множества omega: 501, время итерации: 16.729629648994887
2025-12-01 12:06:51,253 - INFO - размер множества omega: 500, время итерации: 16.782954100999632
2025-12-01 12:07:07,941 - INFO - размер множества omega: 499, время итерации: 16.687465702001646
2025-12-01 12:07:24,558 - INFO - размер множества omega: 498, время итерации: 16.617330631001096
2025-12-01 12:07:41,027 - INFO - размер множества omega: 497, время итерации: 16.468845201001386
2025-12-01 12:07:57,563 - INFO - размер множества omega: 496, время итерации: 16.536033681004483
2025-12-01 12:08:13,971 - INFO - размер множества omega: 495, время итерации: 16.40769049499795
2025-12-01 12:08:30,373 - INFO - размер множества omega: 494, время итерации: 16.402413896001235
2025-12-01 12:08:46,685 - INFO - размер множества omega: 493, время итерации: 16.311616674996912
2025-12-01 12:09:02,975 - INFO - размер множества omega: 492, время итерации: 16.289570189997903
2025-12-01 12:09:19,105 - INFO - размер множества omega: 491, время итерации: 16.130191139003728
2025-12-01 12:09:35,373 - INFO - размер множества omega: 490, время итерации: 16.26734061499883
2025-12-01 12:09:51,412 - INFO - размер множества omega: 489, время итерации: 16.039804325999285
2025-12-01 12:10:07,536 - INFO - размер множества omega: 488, время итерации: 16.12379220600269
2025-12-01 12:10:23,438 - INFO - размер множества omega: 487, время итерации: 15.901369863000582
2025-12-01 12:10:39,367 - INFO - размер множества omega: 486, время итерации: 15.928756624998641
2025-12-01 12:10:55,276 - INFO - размер множества omega: 485, время итерации: 15.909672064997721
2025-12-01 12:11:11,127 - INFO - размер множества omega: 484, время итерации: 15.850121766001394
2025-12-01 12:11:26,815 - INFO - размер множества omega: 483, время итерации: 15.688222508993931
2025-12-01 12:11:42,519 - INFO - размер множества omega: 482, время итерации: 15.704420545000175
2025-12-01 12:11:58,121 - INFO - размер множества omega: 481, время итерации: 15.601534428002196
2025-12-01 12:12:13,779 - INFO - размер множества omega: 480, время итерации: 15.658347669996147
2025-12-01 12:12:29,285 - INFO - размер множества omega: 479, время итерации: 15.505144132999703
2025-12-01 12:12:44,883 - INFO - размер множества omega: 478, время итерации: 15.598230085000978
2025-12-01 12:13:00,267 - INFO - размер множества omega: 477, время итерации: 15.384022980993905
2025-12-01 12:13:15,814 - INFO - размер множества omega: 476, время итерации: 15.546818689996144
2025-12-01 12:13:31,043 - INFO - размер множества omega: 475, время итерации: 15.229286287001742
2025-12-01 12:13:46,360 - INFO - размер множества omega: 474, время итерации: 15.317049126999336
2025-12-01 12:14:01,663 - INFO - размер множества omega: 473, время итерации: 15.302089345997956
2025-12-01 12:14:16,900 - INFO - размер множества omega: 472, время итерации: 15.237394463998498
2025-12-01 12:14:32,069 - INFO - размер множества omega: 471, время итерации: 15.169238542999665
2025-12-01 12:14:47,200 - INFO - размер множества omega: 470, время итерации: 15.130872075998923
2025-12-01 12:15:02,210 - INFO - размер множества omega: 469, время итерации: 15.009213859004376
2025-12-01 12:15:17,279 - INFO - размер множества omega: 468, время итерации: 15.069097296996915
2025-12-01 12:15:32,116 - INFO - размер множества omega: 467, время итерации: 14.837608231995546
2025-12-01 12:15:46,979 - INFO - размер множества omega: 466, время итерации: 14.862419574004889
2025-12-01 12:16:01,763 - INFO - размер множества omega: 465, время итерации: 14.784309472001041
2025-12-01 12:16:16,635 - INFO - размер множества omega: 464, время итерации: 14.871491915997467
2025-12-01 12:16:31,267 - INFO - размер множества omega: 463, время итерации: 14.632307693995244
2025-12-01 12:16:45,948 - INFO - размер множества omega: 462, время итерации: 14.680674023002211
2025-12-01 12:17:00,642 - INFO - размер множества omega: 461, время итерации: 14.694285379002395
2025-12-01 12:17:15,183 - INFO - размер множества omega: 460, время итерации: 14.540043110995612
2025-12-01 12:17:29,748 - INFO - размер множества omega: 459, время итерации: 14.5657179109985
2025-12-01 12:17:44,391 - INFO - размер множества omega: 458, время итерации: 14.642170770996017
2025-12-01 12:17:58,869 - INFO - размер множества omega: 457, время итерации: 14.47853567400307
2025-12-01 12:18:13,251 - INFO - размер множества omega: 456, время итерации: 14.381658774000243
2025-12-01 12:18:27,649 - INFO - размер множества omega: 455, время итерации: 14.397798911995778
2025-12-01 12:18:41,852 - INFO - размер множества omega: 454, время итерации: 14.203512643005524
2025-12-01 12:18:56,080 - INFO - размер множества omega: 453, время итерации: 14.227122534000955
2025-12-01 12:19:10,173 - INFO - размер множества omega: 452, время итерации: 14.093323424000118
2025-12-01 12:19:24,240 - INFO - размер множества omega: 451, время итерации: 14.067004361997533
2025-12-01 12:19:38,343 - INFO - размер множества omega: 450, время итерации: 14.102426263998495
2025-12-01 12:19:52,377 - INFO - размер множества omega: 449, время итерации: 14.033883663003508
2025-12-01 12:20:06,483 - INFO - размер множества omega: 448, время итерации: 14.105934338003863
2025-12-01 12:20:20,373 - INFO - размер множества omega: 447, время итерации: 13.890059275996464
2025-12-01 12:20:34,283 - INFO - размер множества omega: 446, время итерации: 13.90983392799535
2025-12-01 12:20:48,073 - INFO - размер множества omega: 445, время итерации: 13.789856577001046
